movie1,movie2,similarity,Genre:Jacc,Plot:LDA,Plot:cos
1,106489,0.3300510794999999,0.0,0.01852246,0.2559453
1,114180,0.31748786155,0.0,0.02964098,0.1540103
1,118696,0.35232044875,0.0,0.04257328,0.2788213
1,1270,0.43105253245,0.4,0.1201494,0.2847212
1,136864,0.3661182712,0.0,0.4626399,0.1286239
1,166528,0.3868266955,0.0,0.06111815,0.177123
1,1954,0.38340636645,0.0,0.07825562,0.1550681
1,2011,0.3961151295999999,0.4,0.1435823,0.25356
1,2153,0.3817742511000001,0.0,0.02043871,0.1897861
1,2410,0.3873123801499999,0.0,0.07939927,0.2255535
1,2411,0.3453819694999999,0.0,0.06622707,0.1455808
1,260,0.35794965305,0.0,0.01209037,0.3062475
1,3114,0.7773982107146475,1.0,0.593477747676576,0.354833097377287
1,33794,0.3307809576,0.0,0.023812,0.2430764
1,4993,0.3761738111,0.0,0.1136614,0.2831963
1,592,0.31788128445,0.0,0.02168596,0.1714986
1,69122,0.4745906982347322,0.333333333333333,0.0696463344820488,0.255314803189271
1,78499,0.7099647497984997,1.0,0.673841367672672,0.290287857392267
1,8636,0.3697571423,0.0,0.04254274,0.2503867
1,91500,0.36434329725,0.0,0.1133457,0.3018222
106487,1,0.3303230909,0.0,0.0763828,0.1851329
106487,106489,0.5315077676674493,0.25,0.046729591164151,0.297841698590635
106487,108190,0.5319315037428871,1.0,0.376004425756397,0.261521127728027
106487,110553,0.4592028140364916,0.5,0.115830103220358,0.30082295022544
106487,114180,0.493511623709561,0.4,0.125853108310981,0.296528650175004
106487,116823,0.7297407678020763,0.5,0.831779535043747,0.404111929560243
106487,118696,0.491374302464066,0.5,0.0370913614515707,0.406695066257582
106487,122886,0.5567006403563939,0.75,0.293143677449653,0.301625301625452
106487,1270,0.38512468955,0.4,0.146797,0.2208853
106487,136864,0.44385329425,0.5,0.1113675,0.2645836
106487,1377,0.44729745767568,0.25,0.0118992362142938,0.452649845146596
106487,153,0.39591358255,0.2,0.0537468,0.2918301
106487,166528,0.4560721571386082,1.0,0.0238743312366089,0.311517271997378
106487,1954,0.30173708055,0.0,0.04922256,0.271423
106487,2011,0.4500668850209882,0.4,0.104761294571118,0.261244075675309
106487,2012,0.4091786681499999,0.4,0.0326234,0.369866
106487,2116,0.3735755816,0.1666667,0.0202535,0.3116251
106487,2153,0.3903737932999999,0.0,0.05942444,0.2594633
106487,2410,0.3217500932,0.0,0.01699204,0.3236197
106487,2411,0.3474262723,0.0,0.08737378,0.1694113
106487,2571,0.4627705574740961,0.666666666666667,0.0191711638235843,0.39370039370059
106487,260,0.4071526126,1.0,0.009268293,0.3719289
106487,2706,0.3889891199,0.0,0.01635888,0.2303939
106487,3114,0.34332783195,0.0,0.0402122,0.1051061
106487,33794,0.41053806935,0.2,0.03616703,0.3360108
106487,4718,0.36438186965,0.0,0.03003798,0.2275367
106487,4993,0.4115076473499999,0.5,0.08274201,0.4103135
106487,52722,0.40842079985,0.5,0.01213519,0.1667764
106487,5349,0.3605717406000001,0.25,0.02431272,0.1236128
106487,53996,0.4617985464458479,1.0,0.0136954374683057,0.3375953024485
106487,592,0.3587514996,0.25,0.01668968,0.1746252
106487,6365,0.4570470100765014,0.75,0.0088447916612748,0.439550320771117
106487,69122,0.40931494855,0.0,0.03547043,0.3781374
106487,6934,0.4429117002474628,0.75,0.0182932781659499,0.307900742745958
106487,7153,0.4260423298,0.5,0.009932618,0.4061478
106487,78499,0.3618471369500001,0.0,0.1176738,0.2489096
106487,8636,0.4114696542500001,0.5,0.1687741,0.3296343
106487,87520,0.4841882410400687,1.0,0.0338928216172887,0.383989899161005
106487,91500,0.6671916152491882,0.5,0.946227961297635,0.440976941207793
106489,118696,0.7233132167176237,0.666666666666667,0.959582897874911,0.430649461299107
108190,1,0.3236595773999999,0.0,0.08601381,0.1009009
